"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","TOTAL_VISITS","TOTAL_VISITORS","PURCHASE_SCORE","PREDICTED_ACCOUNT_VALUE","SCORE_TIER"
"bright-tech.com","Bright Tech","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",2,1,0.154,179,"COLD"
"clear-digital.com","Clear Digital","Software / Information Technology","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",3,1,0.156,558,"COLD"
"apex-systems.com","Apex Systems","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",1,1,0.152,216,"COLD"
"global-group.com","Global Group","E-Learning","Small ($1MM-$10MM)","Small (10-49)","Unaware",3,1,0.056,167,"COLD"
"stellar-works.com","Stellar Works","Legal Services","Small ($1MM-$10MM)","Small (10-49)","Engaged",106,18,0.512,283,"HOT"
"green-media.com","Green Media","Telecommunications","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.058,160,"COLD"
"core-solutions.com","Core Solutions","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Opportunity",383,20,0.850,960,"HOT"
"iron-labs.com","Iron Labs","Marketing and Advertising","Small ($1MM-$10MM)","Small (10-49)","MQL",42,8,0.534,311,"HOT"
"blue-tech.com","Blue Tech","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",68,14,0.536,256,"WARM"
"blue-solutions.com","Blue Solutions","Hospital & Health Care","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",4,1,0.058,723,"COLD"
"cyber-hub.com","Cyber Hub","Manufacturing","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.054,103,"COLD"
"green-corp.com","Green Corp","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL",133,6,0.716,407,"HOT"
"global-digital.com","Global Digital","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Aware",6,5,0.162,193,"COLD"
"iron-hub.com","Iron Hub","Retail","Small ($1MM-$10MM)","Small (10-49)","Aware",15,2,0.280,163,"COLD"
"stellar-works.com","Stellar Works","Insurance","Micro ($0-$1MM)","Micro (1-9)","Unaware",5,1,0.060,81,"COLD"
"nexus-inc.com","Nexus Inc","Consumer Goods","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged",56,5,0.412,302,"WARM"
"bright-io.com","Bright Io","Financial Services","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",13,5,0.176,238,"COLD"
"bright-cloud.com","Bright Cloud","E-Learning","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged",73,10,0.446,761,"WARM"
"global-systems.com","Global Systems","Construction","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",4,1,0.058,235,"COLD"
"cyber-labs.com","Cyber Labs","Financial Services","Micro ($0-$1MM)","Small (10-49)","Unaware",3,1,0.056,105,"COLD"
"apex-hub.com","Apex Hub","Automotive","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.052,88,"COLD"
"nova-io.com","Nova Io","Management Consulting","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,81,"COLD"
"cyber-group.com","Cyber Group","Retail","Micro ($0-$1MM)","Small (10-49)","Engaged",80,11,0.560,221,"WARM"
"apex-corp.com","Apex Corp","Automotive","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",98,11,0.496,272,"WARM"
"apex-media.com","Apex Media","Logistics and Supply Chain","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged",96,13,0.492,866,"WARM"
"nexus-labs.com","Nexus Labs","Food & Beverages","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",4,1,0.058,158,"COLD"
"nova-labs.com","Nova Labs","Logistics and Supply Chain","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",3,1,0.056,613,"COLD"
"green-cloud.com","Green Cloud","Marketing and Advertising","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",21,1,0.192,221,"COLD"
"core-cloud.com","Core Cloud","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity",283,38,0.750,646,"HOT"
"stellar-net.com","Stellar Net","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,87,"COLD"
"nova-works.com","Nova Works","Manufacturing","Small ($1MM-$10MM)","Small (10-49)","Aware",16,3,0.182,257,"COLD"
"vertex-labs.com","Vertex Labs","E-Learning","Micro ($0-$1MM)","Small (10-49)","Engaged",96,6,0.492,400,"WARM"
"apex-hub.com","Apex Hub","Food & Beverages","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL",50,6,0.550,186,"HOT"
"swift-cloud.com","Swift Cloud","E-Learning","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged",74,4,0.448,394,"WARM"
"swift-systems.com","Swift Systems","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",2,1,0.154,251,"COLD"
"nova-inc.com","Nova Inc","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",2,1,0.054,191,"COLD"
"iron-cloud.com","Iron Cloud","Entertainment","Micro ($0-$1MM)","Micro (1-9)","Unaware",5,1,0.060,81,"COLD"
"swift-data.com","Swift Data","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Aware",13,4,0.176,245,"COLD"
"atlas-net.com","Atlas Net","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",100,3,0.500,352,"WARM"
"nexus-cloud.com","Nexus Cloud","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged",12,11,0.424,269,"WARM"
"clear-solutions.com","Clear Solutions","Construction","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged",10,10,0.320,76,"WARM"
"nexus-solutions.com","Nexus Solutions","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware",22,4,0.294,183,"COLD"
"green-tech.com","Green Tech","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",1,1,0.052,183,"COLD"
"atlas-hub.com","Atlas Hub","Real Estate","Small ($1MM-$10MM)","Small (10-49)","Unaware",3,1,0.056,146,"COLD"
"vertex-corp.com","Vertex Corp","E-Learning","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",3,1,0.056,138,"COLD"
"smart-net.com","Smart Net","E-Learning","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",1,1,0.052,62,"COLD"
"swift-tech.com","Swift Tech","Entertainment","Micro ($0-$1MM)","Small (10-49)","Unaware",5,1,0.060,150,"COLD"
"rapid-solutions.com","Rapid Solutions","Retail","Micro ($0-$1MM)","Small (10-49)","Aware",12,2,0.274,240,"COLD"
"clear-solutions.com","Clear Solutions","Legal Services","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",4,1,0.058,64,"COLD"
"clear-media.com","Clear Media","Retail","XLarge ($200MM-$1B)","Large (1,000-4,999)","Aware",21,5,0.292,619,"COLD"
"vertex-hub.com","Vertex Hub","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity",308,39,0.850,736,"HOT"
"atlas-works.com","Atlas Works","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Unaware",1,1,0.152,244,"COLD"
"green-systems.com","Green Systems","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Aware",12,5,0.174,234,"COLD"
"swift-media.com","Swift Media","Consumer Goods","XLarge ($200MM-$1B)","Large (1,000-4,999)","Aware",4,1,0.158,628,"COLD"
"stellar-net.com","Stellar Net","Insurance","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",11,1,0.172,101,"COLD"
"vertex-digital.com","Vertex Digital","Telecommunications","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",10,6,0.170,186,"COLD"
"core-corp.com","Core Corp","Manufacturing","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged",94,15,0.488,924,"WARM"
"prime-inc.com","Prime Inc","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.054,90,"COLD"
"rapid-solutions.com","Rapid Solutions","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",4,1,0.058,224,"COLD"
"apex-works.com","Apex Works","Insurance","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",3,1,0.056,88,"COLD"
"bright-tech.com","Bright Tech","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Aware",20,5,0.290,215,"COLD"
"rapid-works.com","Rapid Works","Telecommunications","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",5,1,0.060,152,"COLD"
"green-solutions.com","Green Solutions","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Aware",22,5,0.194,289,"COLD"
"green-hub.com","Green Hub","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",73,15,0.446,340,"WARM"
"blue-media.com","Blue Media","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity",118,40,0.686,289,"HOT"
"global-group.com","Global Group","Legal Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",15,4,0.180,191,"COLD"
"iron-solutions.com","Iron Solutions","Marketing and Advertising","Small ($1MM-$10MM)","Small (10-49)","Unaware",2,1,0.054,252,"COLD"
"peak-works.com","Peak Works","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",3,3,0.256,132,"COLD"
"atlas-corp.com","Atlas Corp","Manufacturing","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",3,1,0.056,702,"COLD"
"acme-group.com","Acme Group","E-Learning","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",3,2,0.156,159,"COLD"
"stellar-works.com","Stellar Works","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",4,1,0.158,79,"COLD"
"swift-data.com","Swift Data","Consumer Goods","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,225,"COLD"
"iron-net.com","Iron Net","E-Learning","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",45,15,0.390,246,"WARM"
"blue-solutions.com","Blue Solutions","Financial Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",1,1,0.052,217,"COLD"
"rapid-inc.com","Rapid Inc","Food & Beverages","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",14,5,0.178,153,"COLD"
"rapid-corp.com","Rapid Corp","Logistics and Supply Chain","Small ($1MM-$10MM)","Small (10-49)","Engaged",100,18,0.500,417,"WARM"
"blue-solutions.com","Blue Solutions","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Opportunity",333,19,0.850,881,"HOT"
"blue-io.com","Blue Io","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware",20,6,0.290,115,"COLD"
"prime-hub.com","Prime Hub","Legal Services","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.058,219,"COLD"
"rapid-systems.com","Rapid Systems","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",104,14,0.608,299,"HOT"
"green-net.com","Green Net","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity",71,44,0.592,297,"HOT"
"core-tech.com","Core Tech","Automotive","XXLarge ($1B+)","XXLarge (10,000+)","Engaged",16,12,0.332,617,"WARM"
"cyber-digital.com","Cyber Digital","Insurance","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",59,6,0.418,341,"WARM"
"clear-cloud.com","Clear Cloud","Telecommunications","XXLarge ($1B+)","XXLarge (10,000+)","MQL",180,26,0.750,1004,"HOT"
"rapid-systems.com","Rapid Systems","Entertainment","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware",11,1,0.172,613,"COLD"
"core-corp.com","Core Corp","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",19,4,0.288,274,"COLD"
"nexus-cloud.com","Nexus Cloud","Legal Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.054,249,"COLD"
"iron-works.com","Iron Works","Food & Beverages","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",13,1,0.176,108,"COLD"
"clear-hub.com","Clear Hub","Marketing and Advertising","Small ($1MM-$10MM)","Small (10-49)","Engaged",52,15,0.404,212,"WARM"
"atlas-tech.com","Atlas Tech","Marketing and Advertising","XLarge ($200MM-$1B)","Large (1,000-4,999)","MQL",46,5,0.542,646,"HOT"
"acme-solutions.com","Acme Solutions","E-Learning","Small ($1MM-$10MM)","Small (10-49)","Aware",21,4,0.192,109,"COLD"
"atlas-group.com","Atlas Group","Consumer Goods","XXLarge ($1B+)","XXLarge (10,000+)","MQL",145,27,0.740,873,"HOT"
"peak-group.com","Peak Group","Manufacturing","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.054,130,"COLD"
"nova-works.com","Nova Works","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,233,"COLD"
"stellar-group.com","Stellar Group","Real Estate","Micro ($0-$1MM)","Small (10-49)","Unaware",4,1,0.058,162,"COLD"
"apex-data.com","Apex Data","Retail","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",8,2,0.266,179,"COLD"
"cyber-group.com","Cyber Group","Financial Services","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.052,63,"COLD"
"smart-net.com","Smart Net","Financial Services","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",3,1,0.056,66,"COLD"
"apex-corp.com","Apex Corp","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.158,84,"COLD"
"bright-net.com","Bright Net","Consumer Goods","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.052,56,"COLD"
"swift-systems.com","Swift Systems","E-Learning","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",14,3,0.178,275,"COLD"
"blue-corp.com","Blue Corp","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged",65,12,0.530,180,"WARM"
"nexus-data.com","Nexus Data","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",26,4,0.452,197,"WARM"
"peak-net.com","Peak Net","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",8,5,0.266,142,"COLD"
"core-io.com","Core Io","E-Learning","Micro ($0-$1MM)","Small (10-49)","Engaged",68,6,0.436,307,"WARM"
"global-hub.com","Global Hub","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",59,18,0.418,225,"WARM"
"apex-cloud.com","Apex Cloud","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",15,4,0.180,167,"COLD"
"peak-data.com","Peak Data","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",3,1,0.156,140,"COLD"
"prime-inc.com","Prime Inc","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL",130,12,0.710,346,"HOT"
"apex-data.com","Apex Data","Automotive","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",60,13,0.420,283,"WARM"
"clear-tech.com","Clear Tech","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",106,11,0.612,365,"HOT"
"clear-tech.com","Clear Tech","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",9,6,0.168,171,"COLD"
"iron-systems.com","Iron Systems","Management Consulting","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",4,4,0.158,180,"COLD"
"nexus-digital.com","Nexus Digital","Retail","Micro ($0-$1MM)","Small (10-49)","MQL",102,18,0.754,363,"HOT"
"atlas-systems.com","Atlas Systems","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",5,1,0.160,131,"COLD"
"swift-solutions.com","Swift Solutions","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Aware",11,2,0.172,165,"COLD"
"apex-io.com","Apex Io","Hospital & Health Care","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",18,5,0.186,240,"COLD"
"blue-systems.com","Blue Systems","E-Learning","Large ($100MM-$200MM)","Large (1,000-4,999)","Opportunity",398,21,0.750,932,"HOT"
"nova-hub.com","Nova Hub","Management Consulting","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,194,"COLD"
"green-data.com","Green Data","Health, Wellness and Fitness","Small ($1MM-$10MM)","Small (10-49)","Aware",3,4,0.156,146,"COLD"
"vertex-corp.com","Vertex Corp","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Opportunity",64,28,0.578,260,"HOT"
"rapid-media.com","Rapid Media","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged",63,10,0.526,190,"WARM"
"nova-tech.com","Nova Tech","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",1,1,0.052,200,"COLD"
"acme-digital.com","Acme Digital","Food & Beverages","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",2,1,0.054,720,"COLD"
"bright-hub.com","Bright Hub","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",3,1,0.056,186,"COLD"
"nova-solutions.com","Nova Solutions","Telecommunications","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",6,6,0.162,136,"COLD"
"peak-io.com","Peak Io","E-Learning","Micro ($0-$1MM)","Micro (1-9)","MQL",192,6,0.750,542,"HOT"
"stellar-media.com","Stellar Media","Retail","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.158,62,"COLD"
"blue-inc.com","Blue Inc","Automotive","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",1,1,0.052,137,"COLD"
"blue-solutions.com","Blue Solutions","Management Consulting","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",3,3,0.156,221,"COLD"
"blue-labs.com","Blue Labs","Marketing and Advertising","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",2,1,0.054,706,"COLD"
"rapid-inc.com","Rapid Inc","Financial Services","Micro ($0-$1MM)","Small (10-49)","Aware",16,4,0.182,157,"COLD"
"swift-tech.com","Swift Tech","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",2,1,0.154,144,"COLD"
"stellar-labs.com","Stellar Labs","Automotive","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",44,15,0.388,278,"WARM"
"green-media.com","Green Media","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged",43,4,0.386,238,"WARM"
"stellar-data.com","Stellar Data","Financial Services","Small ($1MM-$10MM)","Small (10-49)","Opportunity",258,34,0.750,727,"HOT"
"prime-cloud.com","Prime Cloud","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",43,16,0.486,275,"WARM"
"cyber-io.com","Cyber Io","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",18,4,0.186,275,"COLD"
"smart-tech.com","Smart Tech","E-Learning","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL",190,13,0.750,537,"HOT"
"acme-digital.com","Acme Digital","Manufacturing","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged",50,7,0.400,316,"WARM"
"prime-hub.com","Prime Hub","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",5,1,0.060,221,"COLD"
"peak-works.com","Peak Works","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL",130,30,0.710,386,"HOT"
"atlas-group.com","Atlas Group","Health, Wellness and Fitness","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",77,5,0.454,237,"WARM"
"iron-tech.com","Iron Tech","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",4,4,0.258,153,"COLD"
"green-corp.com","Green Corp","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware",1,1,0.052,143,"COLD"
"swift-works.com","Swift Works","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged",62,12,0.524,198,"WARM"
"atlas-cloud.com","Atlas Cloud","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",2,1,0.054,198,"COLD"
"prime-works.com","Prime Works","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",3,1,0.156,85,"COLD"
"peak-solutions.com","Peak Solutions","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","MQL",124,23,0.698,348,"HOT"
"vertex-works.com","Vertex Works","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged",14,5,0.328,660,"WARM"
"nova-inc.com","Nova Inc","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.058,195,"COLD"
"vertex-hub.com","Vertex Hub","Hospital & Health Care","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.052,122,"COLD"
"green-corp.com","Green Corp","Manufacturing","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",44,7,0.388,229,"WARM"
"core-inc.com","Core Inc","Marketing and Advertising","XXLarge ($1B+)","XXLarge (10,000+)","Aware",16,4,0.182,692,"COLD"
"peak-media.com","Peak Media","Health, Wellness and Fitness","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",6,1,0.162,62,"COLD"
